"","title","point","review"
"775","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","9","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½ÀÃÊµîÇÐ»ý¾ÆÀÌµé¿¡°Õ ³Ê¹« ÁÁÀº ¿µÈ­ . "
"776","¸ó½ºÅÍ È£ÅÚ 3","8","¸ó½ºÅÍ È£ÅÚ 3Àç¹ÌÀÖ°Ô ºÃ³×¿ä ÃÊµîÇÐ±³ °íÇÐ³âÀÌ µüÀÏ µí "
"777","Áö±¸¸¦ ÁöÄÑ¶ó!","10","Áö±¸¸¦ ÁöÄÑ¶ó!½ºÆäÀÌ½º ¿Àµð¼¼ÀÌ ¿À¸¶ÁÖ,  ÃÊ¹Ý¿¡ ¿Ü°è¾î¸¦ ¾²´Â ¸í¹éÇÑ Áõ°Å°¡ ³ª¿ÔÀ½¿¡µµ ÁÖÀÎ°øÀÇ °ú°Å¸¦ º¸¿©ÁÖ¸é¼­ ÁÖÀÎ°ø¿¡°Ô °ø°¨ÇÔ°ú µ¿½Ã¿¡ ÁÖÀÎ°øÀÇ ºñÀÌ¼ºÀûÀÎ ¸éÀ» °­Á¶ÇÏ´Â °Í µîÀÌ ÀÎ»ó±í¾ú´Ù. "
"778","¿ù¿äÀÏÀÌ »ç¶óÁ³´Ù","10","¿ù¿äÀÏÀÌ »ç¶óÁ³´ÙÁ¤ºÎÀÇ ¹ý¿¡ÀÇÇÏ¿© ¾ËÁö¸øÇÏ°Ô Èñ»ýµÈ ¾ÆÀÌµéÀÌ Âü ºÒ½ÖÇÏ°Ô ´À²¸Á³°í ÀÏ°ö½ÖµÕÀÌÀÇ °¥µîµµ ÀÖ¾úÁö¸¸ ¿ì¾Ö·ÎÀÎÇØ ¼­·Î µ½°íÈñ»ýÇÏ´Â¸ð½ÀÀÌ ¾ÈÅ¸±î¿ö ´«¹°ÀÌ³µ³×¿ä¾×¼Ç½Åµµ ¸¹¾ÒÁö¸¸ °¨µ¿µµ ´À²¸Á®¼­ ÁÁ¾Ò½À´Ï´ÙÁ¦±âÁØÀ¸·Î´Â ³»¿ëµµ ÅºÅºÇß°í ½Ã°£°¡´ÂÁÙ¸ð¸£°í ÀßºÃ¾î¿ä "
"779","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð³Ê¹«  Èï¹Ì ÁøÁøÇÏ°Ô ºÃ½À´Ï´Ù. °¨µ¿! "
"780","Æ®¿ÍÀÌ½º·£µå","10","Æ®¿ÍÀÌ½º·£µåÁ¤¸» Àç¹ÌÀÖ°Ô ºÃ½À´Ï´Ù. ¤¾¤¾ ÄÜ¼­Æ® ¶§¶ûµµ ´Ù¸£°í, ÀÌÀü ÄÜ¼­Æ® ºí·ç·¹ÀÌ·Î º¸´Â °Í°ú´Â ¶Ç ´Ù¸¥ ´À³¦. 3¸éÀ¸·Î º¸´Ï ´À³¦ÀÌ »ö´Ù¸£³×¿ä. ´ÙÀ½¿£ ½Ì¾î·ÕÀ¸·Î ÇÑ ¹ø ´õ °¡º¼ ÀÇÇâÀÌ ÀÖ³×¿ä. "
"781","º¸Çì¹Ì¾È ·¦¼Òµð","9","º¸Çì¹Ì¾È ·¦¼Òµð¿µÈ­¿¡ ÄýÀÌ ³ª¿È ¼³¸í ²ý "
"782","»ï±¹Áö: È²°ÇÀûÀÇ ³­","1","»ï±¹Áö: È²°ÇÀûÀÇ ³­³»½Ã°£À» Èñ»ýÇØ ³ÊÈñµéÀÇ ½Ã°£À» ÁöÄÑµå¸² "
"783","¹ö´×","7","¹ö´×¿µÈ­°¡ ³¡³ª°í ±âºÐ ´õ·´°Ô ¸¸µå´Âµ¥ ÀÏ°¡°ßÀÌ  ÀÖ´Â ÀÌÃ¢µ¿, ±è±â´ö ¿µÈ­°¨µ¶µéµµ ½ÉÃþ Á¤½Å°¨Á¤À» ÇÏ°í Á¤»óÀÎÀÇ ¹üÁÖ¾È¿¡ ÀÖ´Ù´Â ÆÇÁ¤À» ¹ÞÀº »ç¶÷¿¡°Ô¸¸ °¨µ¶ ¶óÀÌ¼¾½º¸¦ ¹ß±ÞÇØ¾ß ÇÏ°Ú´Ù´Â »ý°¢ÀÌ µì´Ï´Ù. "
"784","µµ¾î¶ô","10","µµ¾î¶ô¸ôÀÔ°¨Â¯!!! ÇÑ´« ¾ÈÆÈ°í º½~~ÁßÇÐ»ýµþÀÌ¶û ºÃ´Âµ¥ Á¤¸» Àç¹Õ¾î¿ä ^^ "
"785","µµ¾î¶ô","8","µµ¾î¶ô¿µÈ­ Àç¹Ì¾ø´Ù°í ÇÏ´Â »ç¶÷µéÀº ÁÖÀÎ°øÀÌ ´ä´äÇØ¼­ ±×·¯´Âµí, "
"786","±¹°¡ºÎµµÀÇ ³¯","6","±¹°¡ºÎµµÀÇ ³¯±èÇý¼ö¾¾ÀÇ ¿¬±â°¡ ³Ñ ÁÁ¾Ò½À´Ï´Ù "
"787","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯½É¾ß ¿µÈ­·Î ºÃ½À´Ï´Ù Àç¹ÌÀÖ°Ô ºÃ½À´Ï´Ù ^^ "
"788","½ºÅ¸ ÀÌÁî º»","10","½ºÅ¸ ÀÌÁî º»Á¤¸» Àç¹Õ°Ô ºÃ¾î¿ä²À º¸¼¼¿ä "
"789","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¹èÆÃÇÒ °ÍÀÎ°¡ ¸·À» °ÍÀÎ°¡ »ì¾Æ³²À» °ÍÀÎ°¡..ÀÌ ºÎºÐ¿¡ ´ëÇØ¼± Á¦°¡ Àú¶§ Áß»êÃþ ¼ºÀÎÀÌ¾úÀ¸¸é ¹èÆÃÀ» ÇÒ ¿¹Á¤ÀÌ¾ú°ÚÁÒ ÇÏÁö¸¸ Àú¶§ 4»ìÀÌ¾úÀ¸´Ï..±×·¡µµ Àç¹Õ°Ô Àß ºÃ½À´Ï´Ù ³Ê¹« ±èÇý¼ö ¿Àºü°¡ Á×À¸·Á°í ¸Á¼³ÀÏ¶§ ±×¶§ Á¤¸» ¿ï»· Çß½À´Ï´Ù "
"790","±¹°¡ºÎµµÀÇ ³¯","3","±¹°¡ºÎµµÀÇ ³¯ºò¼îÆ®³ª µÎ¹ø º¸¼¼¿ä. "
"791","µµ¾î¶ô","1","µµ¾î¶ô°æÂûÀÌ º¸¸é ±âºÐ³ª»Ü ¿µÈ­ "
"792","º¸Çì¹Ì¾È ·¦¼Òµð","8","º¸Çì¹Ì¾È ·¦¼Òµð³»³» Áñ°Ì°Ô ºÃ½À´Ï´Ù. Áñ°ÌÁö¸¸ °¡º±Áö ¾ÊÀº ¿µÈ­.... "
"793","±¹°¡ºÎµµÀÇ ³¯","2","±¹°¡ºÎµµÀÇ ³¯³Ê¹« ¾ÆÇÂ °ú°ÅÀÓ´Ï´Ù ¼­¹Îµé¸¹ÀÌÁ×¾úÁö¿ä "
"794","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÁß¹ÝºÎ ºÎÅÍ ÄýÀÇ³ë·¡´Â ³ª¸¸ ½½ÇÁ°Ô µé¸®³ª. "
"795","½Ã¾Ï ½ã¼Â","4","½Ã¾Ï ½ã¼ÂÁý ¶°³ª¸é °í»ýÀÇ ¿¬¼ÓÀÌÁö¸¸, good to luck "
"796","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯Àç¹Õ¾úÁö¸¸ ´ëÇÑ¹Î±¹ Çö½ÇÀÌ¶ó ÇÑÆíÀ¸·Ð ¾¹¾¹ÇÏ³×¿ä.. "
"797","±¹°¡ºÎµµÀÇ ³¯","2","±¹°¡ºÎµµÀÇ ³¯¿¬±â ÀÌ»óÇÑ³ðµé ¸¹°í Àü°³Áö·çÇÏ´Ù "
"798","±¹°¡ºÎµµÀÇ ³¯","9","±¹°¡ºÎµµÀÇ ³¯¾Í¿¡ ´ëÇÑ Áß¿ä¼ºÀ» ´Ù½ÃÇÑ¹ø »ý°¢ÇÏ°Ô µÈ ¿µÈ­´Ù "
"799","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð7¹é¸¸´ë¹Ú¤§¤§¾îµð±îÁö°¡³Ä "
"800","³ªÀÇ ÀýÄ£ ¾Ç´çµé","1","³ªÀÇ ÀýÄ£ ¾Ç´çµé·ù½Â¹ü¹ºÁË;;...³»°¡È­³ª³× "
"801","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð¿µÈ­°ü¿¡¼­ ²À ºÁ¾ßÇÒ ¿µÈ­ "
"802","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¿ì¸® ±¹¹ÎµéÀÌ ´Ù ÇÑ¹ø¾¿ ²À ºÃÀ¸¸é ÇÏ´Â ¿µÈ­. Çö½ÃÁ¡ ¿ì¸®³ª¶óÀÇ ¹®Á¦¸¦ ´Ù½Ã ÇÑ¹ø ÀÏ±ú¿ì°Ô µÈ´Ù. "
"803","³²ÇÑ»ê¼º","8","³²ÇÑ»ê¼ºÃÖ¸í±æÀÇ °¡Ä¡´Â ¾Ë°ÚÀ¸³ª ±è»óÇåÀÇ °¡Ä¡´Â ¹«¾ùÀÌ¶õ ¸»ÀÎ°¡ "
"804","µµ¾î¶ô","1","µµ¾î¶ô²ûÂïÇÑ È¥Á¾¹°¤Ð ÈÄ¹ÝÀ¸·Î °¥¼ö·Ï ½ºÅä¸®°¡ »êÀ¸·Î °¨ Áß°£Áß°£ °ü°´µé ³î¶ó°Ô ÇÏ´Â ÀåÄ¡ 2-3°³ ÀÖ´Â°Å ¸»°í´Â Áö·çÇßÀ½ "
"805","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","2","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½ÀÀÌ°É¿µÈ­¶ó°í ¸¸µé´Ù´Ï...µ·ÁøÂ¥ ¾Æ±î¿ò ....0Á¡ÁÖ°í½ÍÀºµ¥ º° ¼±ÅÃÇÏ·¡¼­ ÇÑ°³ÁÜ "
"806","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÀÌ¿µÈ­¸¦ À½¾ÇÀ» »ç¶ûÇÏ´Â ¸ðµÎ°¡ ºÃÀ¸¸é ÁÁ°Ú´Ù..À½¾Ç¿µÈ­ ³»ÀÎ»ý ³Ñ¹öÅ¾ ÀÛÇ°... "
"807","Åø¸®","8","Åø¸®»õ·Î¿î»ý¸íÀÌ»ý±â°í ¸î³âÀº "
"808","µµ¾î¶ô","1","µµ¾î¶ô5ÀÎÅ¥ 1~2Æ®·ÑÀÇ Âü»ç¸¦ º¸¿©ÁÖ´Â ¿µÈ­...º¸´Ù°¡ ¾Ï°É¸±±îºÁ °øÆ÷½º·¯¿ö¼­ °øÆ÷¿µÈ­ÀÎµí... "
"809","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","4","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¾ÆÀÌ°¡ ³ª¿À¸é¼­ 2ÅºÀÌ ³ª¿Ã²¨¶ó¸ç ÀÌ¾ß±â ÇÏ³×¿ä~ "
"810","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð°£¸¸¿¡ ÁÁÀº ¿µÈ­ ºÃ³×¿ä. "
"811","¹ø°³¸ÇÀÇ ºñ¹Ð","10","¹ø°³¸ÇÀÇ ºñ¹Ð¿Â°¡Á·ÀÌ ÃÑ Ãâµ¿ÇØ¼­ ºÃ³×¿ä  ´ë»çµéÀ» µéÀ¸¸ç ¿ì¸® ¾ÆÀÌµéÀÌ Ä£±¸µé»çÀÌ¿¡¼­ Àú·¸°Ô °í¿î¸»·Î ¼­·Î Èû°ú ¿ë±â¸¦ ÁÙ ¼ö ÀÖ¾úÀ¸¸é ÇÏ´Â ¸¶À½µµ µé¾ú½À´Ï´Ù.^^ °¨µ¶´Ô ¸ÚÁö³×¿ä^^ "
"812","¸ó½ºÅÍ È£ÅÚ 3","9","¸ó½ºÅÍ È£ÅÚ 3¾ÆÀÌ¿Í ¿µÈ­º¸±â Àç¹ÌÀÖ¾ú½À´Ï´Ù. "
"813","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À","1","·±´×¸Ç : Ç®·ê·çÀÇ ¿ª½À¼ÖÁ÷È÷ º° ÇÑ°³µµ ¾Æ±õ´Ù "
"814","´Ù¸¥ ±æÀÌ ÀÖ´Ù","1","´Ù¸¥ ±æÀÌ ÀÖ´ÙÁøÂ¥ º°ÇÑ°³°¡ ³Ê¹«¾Æ±õ´Ù ¾î¶»°Ô ¼­¿¹Áö¿Í ±èÀç¿íÀ» Ä³½ºÆÃÇÏ°í ÀÌµý ÀÛÇ°À» ¸¸µé¾î³»Áö? °©Áúµµ°©ÁúÀÌ´Ù¸¸ ¿µÈ­ÀÚÃ¼°¡ Àç¹Ì¾ø°í Á¸³ª ³ëÀëÀÓ "
"815","±¹°¡ºÎµµÀÇ ³¯","8","±¹°¡ºÎµµÀÇ ³¯¹«¾ùº¸´Ùµµ '°©¼ö'¶ó´Â ÀÎ¹°¼º°ÝÀÌ ½Ã´ë»óÈ² ¶§¹®¿¡ º¯È­µÈ ¸ð½ÀÀÌ ÀÎ»óÀûÀÌ¾ú½À´Ï´Ù. ¤§¤§ "
"816","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯ÀÌ°Ç ´Ùµé ²À º¸¼­¾ß ÇÕ´Ï´Ù. Á¤¸» ¸¹Àº »ý°¢À» ÇÏ°Ô µÇ´Â ¿µÈ­ÀÓ "
"817","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÀç¹Õ³×¿ä Äý¸ð¸£°íºÁµµ "
"818","¸®Æ² ÀÌÅÂ¸®","2","¸®Æ² ÀÌÅÂ¸®ÀÌ·±¿µÈ­¸£¸¦ º¸´Âµ¥ ´Ü µ·1000¿øµµ ¾Æ±õ´Ù.. ³Ê¹«³ª Àç¹Ì¾ø°í Àß¸ø ¸¸µé¾îÁø ¿µÈ­! "
"819","¸Þ¸®´Ù¿Í ¸¶¹ýÀÇ ½£","3","¸Þ¸®´Ù¿Í ¸¶¹ýÀÇ ½£ÇÈ»ç °£ÆÇ¿¡ ÀÚ±×¸¶ÇÑ ÈìÁý "
"820","³ªÀÇ ÀýÄ£ ¾Ç´çµé","10","³ªÀÇ ÀýÄ£ ¾Ç´çµéÁøÂ¥ Àç¹Õ¾ú¾î¿ä ~   ³­ 7¹ø  T.T "
"821","¸ó½ºÅÍ ÇÏ¿ì½º","4","¸ó½ºÅÍ ÇÏ¿ì½ºÈ£±â½É Ãæ¸¸Çß´ø À¯³â ½ÃÀýÀÇ °¨¼ºÀ¸·Î ¿öÇÁ "
"822","±¹°¡ºÎµµÀÇ ³¯","8","±¹°¡ºÎµµÀÇ ³¯À¯¾ÆÀÎ ¿¬±âµµ ÁøÂ¥ ´ë´ÜÇÏ´øµ¥ ¾ð±ÞÀÌ º°·Î ¾ø³× "
"823","º£³ð","4","º£³ðÃÊ¹Ý ÈÄ¹Ý ¿µÈ­°¡ ³Ê¹« µû·Î³í´Ù. "
"824","¼º³­È²¼Ò","10","¼º³­È²¼ÒÆí¸®ÇÏ°Ô Àßº¸¾Ò½À´Ï´Ù "
"825","µµ¾î¶ô","10","µµ¾î¶ôÀç¹ÌÀÖ°Ô ÀßºÃ¾î¿ä~~~ "
"826","¿Ïº®ÇÑ Å¸ÀÎ","8","¿Ïº®ÇÑ Å¸ÀÎ°£¸¸¿¡ ¾ÆÁÖ Å©°Ô ¿ô¾úÀ½ ~~ "
"827","¹ÚÈ­¿µ","8","¹ÚÈ­¿µÈ­¿µÀÌ¿¡°Ô Ä£±¸´Â ¾Æ¹«µµ ¾ø¾ú´Ù ±×Àú »óÃ³¹ÞÀº ¸¶À½À» ÀÇÁöÇÒ ¹«¸®µéÀÌ ÇÊ¿äÇßÀ»»Ó...ÂøÇØºüÁ®¼­ ÀÌ¿ë¸¸ ´çÇÏ°íµµ ±×·¸°Ô »ì¾Æ°¡´Â°¡º¸´Ù ¶ËÆÄ¸® Ãâ¿¬¹è¿ì°¡ ¸¸µç ¿µÈ­´ä°Ô ¶ËÆÄ¸® ´À³¦ÀÌ ¸¹ÀÌ ¹¯¾îÀÖ´Ù "
"828","º¸Çì¹Ì¾È ·¦¼Òµð","8","º¸Çì¹Ì¾È ·¦¼Òµð³ªÀÌ°¡ ¾î·Á¼­ ¼ÖÁ÷È÷ ÄýÀÌ ´©±ºÁö ¸ô¶ú´Âµ¥ ³ë·¡µèÀÚ¸¶ÀÚ ¹Ù·Î ¾Ë¾Ò¾î¿ä º¸´Â ³»³» ÈïÀÌ³ª´ø ¿µÈ­ÀÔ´Ï´Ù "
"829","¹üÁËµµ½Ã","9","¹üÁËµµ½ÃÁø¼±±ÔÀÇ ¿¬±âµµ ÈÇ¸¢ÇßÁö¸¸ ³ª¿¡°Ô´Â À±°è»óÀÇ Àç¹ß°ßÀÌ µÈ ¿µÈ­. ÀÌ·¸°Ô ¿¬±â¸¦ Àß Çß¾ú³ª ½Í¾ú´Ù. ¾Ç¿ªÀÓ¿¡µµ ºÒ±¸ÇÏ°í ÀåÃ¾ÀÌ¶ó´Â ÀÌ»öÀûÀÎ Á¶¼±Á· Ä³¸¯ÅÍ´Â ¿ì¸®³ª¶ó ¿µÈ­»ç¿¡ ¿À·§µ¿¾È ±â¾ï µÉ °Í °°´Ù. "
"830","ºäÆ¼Ç® ¼±µ¥ÀÌ","10","ºäÆ¼Ç® ¼±µ¥ÀÌ¹Ú¿ë¿ì ¿¬±â ÁøÂ¥ ÀßÇÑ´Ù. ·¯´×Å¸ÀÓ°ú ¿¬ÃâÀÌ Á» ·çÁîÇÏ°í ¾×¼ÇÀÌ ¿¬±â¾×¼ÇÀÎ°Ô Æ¼°¡ ³­°Ô ÈìÀÌÁö¸¸ 2007³âÀÛÀÌ¶õ°É °¨¾ÈÇßÀ»¶§ ¼ÒÀç³ª ³»¿ëÀÌ³ª ¿¬±â³ª ºÎÁ·ÇÑ°Ô ¾ø¾ú´Ù. 8Á¡ÁÖ°í ½ÍÀºµ¥ º°Á¡ Á» ¿Ã·ÁÁÖ°í ½Í¾î¼­ 10Á¡. "
"831","º£³ð","10","º£³ð°³ÀÎÀûÀ¸·Î ±¦Âú¾ÒÀ½2ÆíÀ»±â´ëÇÏ°íÀÖ¾î¿ä~»¡¸®³ª¿Í¶û "
"832","Å¬·¹¸àÅ¸ÀÎ","10","Å¬·¹¸àÅ¸ÀÎÀÌ¿µÈ­¸¦ º¸±âÀü ¼ºÀÎ¿ë ¿ä½Ç±Ý ±âÀú±Í 3Àå°ú Å©¸®³Ø½º ÇÑÅëÀº ÇÊ¼öÀÔ´Ï´Ù. ÀÏ¹ÝÀûÀ¸·Î ¾Æºü ÀÏ¾î³ª¿¡¼­ ±âÀú±Í 2Àå ¹ö¸². ³ª¸ÓÁö ÇÑÀåÀº ±×¶§±×¶§ ½É¸®»óÅÂ¿¡ µû¶ó °¨µ¿ÀûÀÎ ¿£µù³ª·¹ÀÌ¼Ç ºÎºÐ¿¡¼­ Áö¸±¶§°¡ ÀÖÀ½. ¾ÆÀ×~ ~ ~¢¾ "
"833","½Ã°£À» ´Þ¸®´Â ¼Ò³à","10","½Ã°£À» ´Þ¸®´Â ¼Ò³à¹«¾ùÀÌ ÇÊ¿äÇÒ°¡....? "
"834","µðÅÂÄ¡¸ÕÆ®","10","µðÅÂÄ¡¸ÕÆ®¹æÈ²ÇÏ´ø½ÃÀý ³ª Ã¬°ÜÁÖ½Ã´ø ÇÐÃ¢½ÃÀý Àº»ç´ÔÀÌ ¶°¿Ã¶ú´Ù.¼ºÀÎÀÌµÇ°íº¸´Ï ³Ê¹«³ª °¨»çÇÑ¸¶À½¹Û¿¡ ¾Èµçµð.³ªµµ ¾ÆÀÌµéÀ» »ç¶ûÀ¸·Î ´ëÇÒ¼öÀÖÀ»±î "
"835","È­¾¾ 11/9: Æ®·³ÇÁÀÇ ½Ã´ë","10","È­¾¾ 11/9: Æ®·³ÇÁÀÇ ½Ã´ë±â´ëÀÌ»ó º¼¸¸ÇÏ³×¿ä^^ "
"836","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯Á¤Ä¡º´°É·Á¼­ ÁÂÆÄ¿µÈ­¼±µ¿ ¤»´ÏµéÀÌ ¿øÇÏ´Â°Ç ±¹¹Îµé °è¼Ó ¸ð¸£°í ÆÇ´Ü¸ø³»·Á¼­¾ÕÀ¸·Îµµ Âß¼Ó±æ¹Ù¶ó°ÚÁöÇÑ½ÉÇÏ°í ÀÌ±âÀûÀÎ °Íµé "
"837","¹°±«","4","¹°±«±è¸í¹ÎÀ» ÀÌ·¸°Ô ¾²´Ù´Ï .. ÁøºÎÇÏ±â Â¦ÀÌ¾ø´Â Àú±Þ »ç±Ø¿µÈ­. "
"838","¸ðÅÐ ¿£Áø","6","¸ðÅÐ ¿£Áø¼ÖÁ÷È÷ ¹«½¼ ³»¿ëÀÎÁö ÀÌÇØ°¡ ¾ÈµÇ°í ¹«¾ùÀ» ³ªÅ¸³»·Á´ÂÁö ¸ð¸£°Ú³×¿ä. "
"839","µ¿»ç¼­µ¶","10","µ¿»ç¼­µ¶±è¿ëÀÇ ¼Ò¼³ ¿øÀÛÀÎ°¡¿ä? µ¿»ç È²¾à»ç ¼­µ¶ ±¸¾çºÀ ºÏ°³ È«Ä¥°øÀÌ ³ª¿À³×¿ä ³²Á¦¸¸ »©°í "
"840","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¼ÖÁ÷È÷ Çö½ÇÀº ¿µÈ­º¸´Ù ½É°¢Çß´Âµ¥ ¾Æ½±½À´Ï´Ù. ÇÏÁö¸¸ ÁÁÀº ¿µÈ­ÀÔ´Ï´Ù. "
"841","µµ¾î¶ô","4","µµ¾î¶ôÁ¦¸ñÀ» ±º°í±¸¸¶·Î Áö¾ú´Ù¸é Â÷¶ó¸® ÈïÇàÇßÀ»µí "
"842","»ç¶óÁø ¹ã","1","»ç¶óÁø ¹ã±è»ó°æÀº ¿ªÇÒÀÌ Àú·¡¼­ ±×·±°ÇÁö ¿¬±â¸¦ ¿ø·¡ ¸øÇÏ´Â°ÇÁö; Ç¥Á¤µµ ¿À¹Ù½º·´°í º¸´Â ³»³» °Å½½·È´Ù. ¾ø´À´Ï¸¸ ¸øÇÑ ¿ªÇÒÀÓ. "
"843","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯ÃÖ°í Á¤¸» ´«¿¡ ±×·ÁÁö´Â ¿¬±â "
"844","ÅÙÅÙ","7","ÅÙÅÙ¸Å·ÂÀûÀÎ ¿À´Ù±â¸®ÁÒ¿Í ÀÎ»ýÀ» »êÃ¥ÇÏ´Â ¿µÈ­ "
"845","µ¿³×»ç¶÷µé","1","µ¿³×»ç¶÷µé¿ä±Ù·¡ ¿µÈ­º»°ÍÁß  ÃÖ¾Ç!! ±è»õ·Ð ÀÔ¼ú»¹°Ó°Ô Ä¥ÇÑ°Í¸¸ ±â¾ï³²! "
"846","¸ðÅÐ ¿£Áø","10","¸ðÅÐ ¿£Áø¾ÖµéÀÌ ÁÁ¾ÆÇØ¼­ º¼¸¸ ÇÏ³×¿ä "
"847","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼ÒµðÁøÂ¥ ³» ÀÎ»ý ¿µÈ­ ÀÎÁ¤ÀÓ "
"848","´õ ¸Þ¸®:ÀÒ¾î¹ö¸° ¿µÈ¥","8","´õ ¸Þ¸®:ÀÒ¾î¹ö¸° ¿µÈ¥È£·¯°¡ ¾Æ´Ï°í µ¿È­³×¿ä.Àú´Â.. ¸ôÀÔ°¨ÀÖ°í Àç¹Õ°Ô ºÃ¾î¿ä°¡¶óµ¥³ª ¹¹³ª ÇÏ³ª´Â ¹è¿öµÎ¸é ÁÁÀ» µí ""-) "
"849","Æ®¿ÍÀÏ¶óÀÕ","2","Æ®¿ÍÀÏ¶óÀÕÀÌ°Ô Àç°³ºÀÇÒÁ¤µµÀÇ ¿µÈ­ÀÎ°¡? "
"850","±¹°¡ºÎµµÀÇ ³¯","10","±¹°¡ºÎµµÀÇ ³¯¸¹ÀÌ »ý°¢ÇÏ°Ô µÇ´Â ¿µÈ­ "
"851","½ÅºñÇÑ µ¿¹°µé°ú ±×¸°µ¨¿ÐµåÀÇ ¹üÁË","10","½ÅºñÇÑ µ¿¹°µé°ú ±×¸°µ¨¿ÐµåÀÇ ¹üÁË¾Æ´Ï Á¸ÀëÀÎµ¥ ¿Ö¼­ ÆòÁ¡ÀÌ ÀÌ·¸ÁÒ?;;»õ·Î¿îµ¿¹°µµ³ª¿À°í ¶±¹äµµ Àû´çÇÏ°í ¸¶Áö¸·¿¡ ¹ÝÀüÀÌ¶ó¸é ¹ÝÀüµµ ÀÕ´Â ±¸¼ºÀÌ µü ÀâÇôÀÖ°í ¿µ»óº¸´Â Àç¹Ìµµ ÀÖ´Âµ¥.. ¾ÈÅ¸±õ³×¿ä¤Ð¤Ð »¡¸® 3³ª¿ÔÀ¸¸é ÁÁ°Ú³×¿ä! "
"852","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð³Ê¹«³Ê¹«Àç¹Õ¾ù¾î¿ä~~ "
"853","º¸Çì¹Ì¾È ·¦¼Òµð","10","º¸Çì¹Ì¾È ·¦¼Òµð½ÅÆÄ°¡ ¾Æ´Ñ ±×³É ´«¹°ÀÌ ³ª´Â ¿µÈ­. ÇÁ·¹µð ¸ÓÅ¥¸®°¡ ÄýÀÌ ´©±¸ÀÎÁö ¾Ë°ÔÇØÁÖ°í.. ºÐ¸í ÀÏ¹ÝÀÎÀÇ ´«À¸·Î º¸ÀÌ´Â ±×ÀÇ Àß¸øÀÌ Àß¸øÀÌ ¾Æ´Ñ ¿ì¸®ÀÇ Æí°ßÀÏ¼öµµÀÖ´Ù´Â »ý°¢ÀÌ µé°ÔÇÏ´Â Äý°ú ÇÁ·¹µð ¸ÓÅ¥¸®¸¦ À§ÇÑ ¿µÈ­¿´´Ù..  ±×·±µ¥ ±×¾È¿¡¼­ ³ª¸¦ À§ÇÏ±âµµÇß´Ù. "
"854","µå·¡°ïº¼","10","µå·¡°ïº¼90³â´ë¶ó°í´Â ¹Ï±âÈûµç cg±â¼ú·ÂÀÌ µ¸º¸ÀÌ´Â ¿µÈ­¿´½À´Ï´Ù. Æ¯È÷ ¿øÀÛ½ºÅä¸®¸¦ ±×´ë·Î µû¶ó°¡¼­ ¾Ë°íºÁµµ Àç¹ÕÀ½ "
"855","µµ¾î¶ô","2","µµ¾î¶ôÃÊ¹Ý °æÂûÀ» OOO±â·Î ¸¸µå´Â ¾ïÁö¼³Á¤°ú °øÈ¿ÁøÀÇ ´ä´äÇÔ¿¡ ¼ÓÀÌÅÍÁü "
"856","µµ¾î¶ô","10","µµ¾î¶ô°øÈ¿Áø ¾Ã´ä´äÇÏ±äÇÑ´ë Àç¹Ô±ä Àç¹Ô´Ù "
